evaluations raw_y evaporation_rate
1 2373.0000000000 0.1000000000
5 2609.0000000000 0.1000000000
9 2976.0000000000 0.1000000000
24 3016.0000000000 0.1000000000
27 3214.0000000000 0.1000000000
37 3221.0000000000 0.1000000000
40 3316.0000000000 0.1000000000
55 3369.0000000000 0.1000000000
58 3384.0000000000 0.1000000000
60 3389.0000000000 0.1000000000
63 3429.0000000000 0.1000000000
72 3486.0000000000 0.1000000000
80 3522.0000000000 0.1000000000
115 3571.0000000000 0.1000000000
120 3590.0000000000 0.1000000000
151 3594.0000000000 0.1000000000
154 3671.0000000000 0.1000000000
155 3675.0000000000 0.1000000000
179 3743.0000000000 0.1000000000
238 3827.0000000000 0.1000000000
296 3921.0000000000 0.1000000000
395 3923.0000000000 0.1000000000
440 3980.0000000000 0.1000000000
467 4004.0000000000 0.1000000000
491 4043.0000000000 0.1000000000
525 4114.0000000000 0.1000000000
537 4180.0000000000 0.1000000000
570 4213.0000000000 0.1000000000
592 4299.0000000000 0.1000000000
643 4321.0000000000 0.1000000000
755 4399.0000000000 0.1000000000
800 4461.0000000000 0.1000000000
853 4506.0000000000 0.1000000000
1223 4531.0000000000 0.1000000000
1418 4582.0000000000 0.1000000000
1609 4651.0000000000 0.1000000000
1743 4659.0000000000 0.1000000000
1902 4735.0000000000 0.1000000000
1927 4778.0000000000 0.1000000000
2004 4805.0000000000 0.1000000000
2325 4811.0000000000 0.1000000000
2550 4826.0000000000 0.1000000000
2772 4919.0000000000 0.1000000000
3549 4977.0000000000 0.1000000000
4372 4993.0000000000 0.1000000000
6955 5004.0000000000 0.1000000000
10804 5050.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 2822.0000000000 0.1000000000
12 2925.0000000000 0.1000000000
13 2965.0000000000 0.1000000000
17 3276.0000000000 0.1000000000
26 3350.0000000000 0.1000000000
28 3472.0000000000 0.1000000000
35 3511.0000000000 0.1000000000
37 3593.0000000000 0.1000000000
47 3612.0000000000 0.1000000000
50 3659.0000000000 0.1000000000
59 3674.0000000000 0.1000000000
61 3734.0000000000 0.1000000000
72 3741.0000000000 0.1000000000
89 3770.0000000000 0.1000000000
104 3822.0000000000 0.1000000000
161 3893.0000000000 0.1000000000
187 3898.0000000000 0.1000000000
192 3969.0000000000 0.1000000000
215 3999.0000000000 0.1000000000
218 4024.0000000000 0.1000000000
234 4054.0000000000 0.1000000000
266 4089.0000000000 0.1000000000
429 4132.0000000000 0.1000000000
503 4186.0000000000 0.1000000000
527 4268.0000000000 0.1000000000
563 4280.0000000000 0.1000000000
600 4320.0000000000 0.1000000000
651 4356.0000000000 0.1000000000
673 4365.0000000000 0.1000000000
712 4437.0000000000 0.1000000000
1136 4532.0000000000 0.1000000000
1143 4564.0000000000 0.1000000000
1174 4580.0000000000 0.1000000000
1194 4637.0000000000 0.1000000000
1235 4710.0000000000 0.1000000000
1404 4711.0000000000 0.1000000000
1412 4717.0000000000 0.1000000000
1431 4781.0000000000 0.1000000000
1678 4786.0000000000 0.1000000000
1767 4835.0000000000 0.1000000000
1798 4909.0000000000 0.1000000000
1833 4940.0000000000 0.1000000000
2471 4944.0000000000 0.1000000000
3072 4958.0000000000 0.1000000000
3945 5017.0000000000 0.1000000000
3946 5048.0000000000 0.1000000000
9446 5050.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 2326.0000000000 0.1000000000
2 2758.0000000000 0.1000000000
3 2816.0000000000 0.1000000000
7 2886.0000000000 0.1000000000
8 2942.0000000000 0.1000000000
9 3221.0000000000 0.1000000000
24 3235.0000000000 0.1000000000
27 3253.0000000000 0.1000000000
29 3639.0000000000 0.1000000000
39 3646.0000000000 0.1000000000
47 3649.0000000000 0.1000000000
49 3706.0000000000 0.1000000000
57 3776.0000000000 0.1000000000
61 3779.0000000000 0.1000000000
88 3806.0000000000 0.1000000000
107 3877.0000000000 0.1000000000
174 3918.0000000000 0.1000000000
197 3946.0000000000 0.1000000000
233 3997.0000000000 0.1000000000
257 4019.0000000000 0.1000000000
290 4062.0000000000 0.1000000000
292 4087.0000000000 0.1000000000
328 4091.0000000000 0.1000000000
329 4105.0000000000 0.1000000000
457 4198.0000000000 0.1000000000
519 4263.0000000000 0.1000000000
524 4272.0000000000 0.1000000000
653 4362.0000000000 0.1000000000
737 4399.0000000000 0.1000000000
795 4460.0000000000 0.1000000000
798 4464.0000000000 0.1000000000
1062 4552.0000000000 0.1000000000
1160 4562.0000000000 0.1000000000
1283 4570.0000000000 0.1000000000
1351 4572.0000000000 0.1000000000
1390 4652.0000000000 0.1000000000
1398 4724.0000000000 0.1000000000
1415 4764.0000000000 0.1000000000
1524 4787.0000000000 0.1000000000
1964 4798.0000000000 0.1000000000
2041 4836.0000000000 0.1000000000
2459 4892.0000000000 0.1000000000
2654 4987.0000000000 0.1000000000
3276 5050.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 2406.0000000000 0.1000000000
2 2498.0000000000 0.1000000000
3 2557.0000000000 0.1000000000
8 3039.0000000000 0.1000000000
11 3223.0000000000 0.1000000000
22 3365.0000000000 0.1000000000
36 3404.0000000000 0.1000000000
37 3490.0000000000 0.1000000000
53 3495.0000000000 0.1000000000
57 3541.0000000000 0.1000000000
79 3566.0000000000 0.1000000000
104 3589.0000000000 0.1000000000
105 3629.0000000000 0.1000000000
153 3664.0000000000 0.1000000000
217 3673.0000000000 0.1000000000
243 3763.0000000000 0.1000000000
314 3839.0000000000 0.1000000000
338 3898.0000000000 0.1000000000
361 3953.0000000000 0.1000000000
378 4051.0000000000 0.1000000000
400 4074.0000000000 0.1000000000
407 4092.0000000000 0.1000000000
419 4115.0000000000 0.1000000000
449 4132.0000000000 0.1000000000
454 4142.0000000000 0.1000000000
477 4207.0000000000 0.1000000000
558 4240.0000000000 0.1000000000
636 4307.0000000000 0.1000000000
658 4322.0000000000 0.1000000000
687 4382.0000000000 0.1000000000
733 4385.0000000000 0.1000000000
782 4417.0000000000 0.1000000000
810 4447.0000000000 0.1000000000
1069 4455.0000000000 0.1000000000
1121 4474.0000000000 0.1000000000
1332 4476.0000000000 0.1000000000
1352 4519.0000000000 0.1000000000
1563 4533.0000000000 0.1000000000
1730 4553.0000000000 0.1000000000
1826 4633.0000000000 0.1000000000
2028 4728.0000000000 0.1000000000
2186 4732.0000000000 0.1000000000
2218 4828.0000000000 0.1000000000
2547 4876.0000000000 0.1000000000
2594 4975.0000000000 0.1000000000
2924 5037.0000000000 0.1000000000
3384 5050.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 2013.0000000000 0.1000000000
2 2770.0000000000 0.1000000000
4 2950.0000000000 0.1000000000
15 3084.0000000000 0.1000000000
24 3169.0000000000 0.1000000000
32 3247.0000000000 0.1000000000
34 3286.0000000000 0.1000000000
39 3449.0000000000 0.1000000000
49 3517.0000000000 0.1000000000
55 3567.0000000000 0.1000000000
60 3587.0000000000 0.1000000000
64 3623.0000000000 0.1000000000
77 3637.0000000000 0.1000000000
97 3647.0000000000 0.1000000000
110 3710.0000000000 0.1000000000
227 3714.0000000000 0.1000000000
257 3744.0000000000 0.1000000000
291 3806.0000000000 0.1000000000
372 3828.0000000000 0.1000000000
435 3865.0000000000 0.1000000000
554 3885.0000000000 0.1000000000
617 3901.0000000000 0.1000000000
659 3952.0000000000 0.1000000000
701 4010.0000000000 0.1000000000
754 4067.0000000000 0.1000000000
784 4136.0000000000 0.1000000000
853 4170.0000000000 0.1000000000
923 4254.0000000000 0.1000000000
996 4336.0000000000 0.1000000000
1042 4380.0000000000 0.1000000000
1291 4399.0000000000 0.1000000000
1362 4466.0000000000 0.1000000000
1473 4469.0000000000 0.1000000000
1484 4474.0000000000 0.1000000000
1741 4506.0000000000 0.1000000000
1777 4561.0000000000 0.1000000000
1781 4622.0000000000 0.1000000000
1881 4648.0000000000 0.1000000000
1885 4685.0000000000 0.1000000000
1888 4694.0000000000 0.1000000000
1891 4720.0000000000 0.1000000000
1947 4721.0000000000 0.1000000000
1955 4759.0000000000 0.1000000000
1956 4760.0000000000 0.1000000000
2014 4836.0000000000 0.1000000000
2494 4857.0000000000 0.1000000000
2668 4864.0000000000 0.1000000000
3305 4909.0000000000 0.1000000000
3916 4969.0000000000 0.1000000000
5168 5050.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 2395.0000000000 0.1000000000
2 2619.0000000000 0.1000000000
5 2896.0000000000 0.1000000000
6 3014.0000000000 0.1000000000
