evaluations raw_y evaporation_rate
1 0.0000000000 0.1000000000
2 1.0000000000 0.1000000000
6 5.0000000000 0.1000000000
1747 6.0000000000 0.1000000000
2261 7.0000000000 0.1000000000
3158 8.0000000000 0.1000000000
4200 10.0000000000 0.1000000000
6955 13.0000000000 0.1000000000
7506 14.0000000000 0.1000000000
9015 19.0000000000 0.1000000000
9563 21.0000000000 0.1000000000
9857 23.0000000000 0.1000000000
9905 25.0000000000 0.1000000000
10339 27.0000000000 0.1000000000
11301 28.0000000000 0.1000000000
11339 30.0000000000 0.1000000000
11349 33.0000000000 0.1000000000
12480 35.0000000000 0.1000000000
14648 37.0000000000 0.1000000000
16354 39.0000000000 0.1000000000
16529 40.0000000000 0.1000000000
16608 44.0000000000 0.1000000000
17350 48.0000000000 0.1000000000
21694 49.0000000000 0.1000000000
22287 51.0000000000 0.1000000000
23557 52.0000000000 0.1000000000
25220 59.0000000000 0.1000000000
25473 60.0000000000 0.1000000000
26234 62.0000000000 0.1000000000
27020 65.0000000000 0.1000000000
27594 66.0000000000 0.1000000000
28072 72.0000000000 0.1000000000
29675 76.0000000000 0.1000000000
30771 78.0000000000 0.1000000000
31375 79.0000000000 0.1000000000
32928 81.0000000000 0.1000000000
33799 82.0000000000 0.1000000000
33860 83.0000000000 0.1000000000
39757 90.0000000000 0.1000000000
40890 91.0000000000 0.1000000000
41262 92.0000000000 0.1000000000
42800 94.0000000000 0.1000000000
44085 96.0000000000 0.1000000000
44385 98.0000000000 0.1000000000
45233 100.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 0.0000000000 0.1000000000
5 4.0000000000 0.1000000000
19 6.0000000000 0.1000000000
165 7.0000000000 0.1000000000
249 9.0000000000 0.1000000000
250 11.0000000000 0.1000000000
593 15.0000000000 0.1000000000
2946 16.0000000000 0.1000000000
3035 17.0000000000 0.1000000000
3266 21.0000000000 0.1000000000
3394 22.0000000000 0.1000000000
4394 23.0000000000 0.1000000000
5940 25.0000000000 0.1000000000
7082 28.0000000000 0.1000000000
7393 29.0000000000 0.1000000000
9226 30.0000000000 0.1000000000
10795 33.0000000000 0.1000000000
11096 34.0000000000 0.1000000000
11732 40.0000000000 0.1000000000
13122 42.0000000000 0.1000000000
13844 44.0000000000 0.1000000000
15235 45.0000000000 0.1000000000
16019 46.0000000000 0.1000000000
16620 51.0000000000 0.1000000000
17551 53.0000000000 0.1000000000
19537 55.0000000000 0.1000000000
19716 56.0000000000 0.1000000000
19729 58.0000000000 0.1000000000
20543 59.0000000000 0.1000000000
21393 60.0000000000 0.1000000000
21872 66.0000000000 0.1000000000
23528 68.0000000000 0.1000000000
25342 70.0000000000 0.1000000000
25598 71.0000000000 0.1000000000
27914 72.0000000000 0.1000000000
30033 79.0000000000 0.1000000000
30293 83.0000000000 0.1000000000
30546 84.0000000000 0.1000000000
30572 85.0000000000 0.1000000000
31877 87.0000000000 0.1000000000
34188 88.0000000000 0.1000000000
34690 89.0000000000 0.1000000000
34748 91.0000000000 0.1000000000
37548 92.0000000000 0.1000000000
39027 95.0000000000 0.1000000000
39395 96.0000000000 0.1000000000
41206 98.0000000000 0.1000000000
41592 100.0000000000 0.1000000000
evaluations raw_y evaporation_rate
1 3.0000000000 0.1000000000
4 6.0000000000 0.1000000000
725 7.0000000000 0.1000000000
946 10.0000000000 0.1000000000
1984 14.0000000000 0.1000000000
5197 15.0000000000 0.1000000000
8490 22.0000000000 0.1000000000
9821 23.0000000000 0.1000000000
9971 26.0000000000 0.1000000000
15021 27.0000000000 0.1000000000
15875 29.0000000000 0.1000000000
17914 37.0000000000 0.1000000000
18527 39.0000000000 0.1000000000
19424 40.0000000000 0.1000000000
19725 41.0000000000 0.1000000000
19896 42.0000000000 0.1000000000
19961 44.0000000000 0.1000000000
21947 45.0000000000 0.1000000000
22787 47.0000000000 0.1000000000
23385 49.0000000000 0.1000000000
25996 50.0000000000 0.1000000000
26033 52.0000000000 0.1000000000
26121 53.0000000000 0.1000000000
27471 57.0000000000 0.1000000000
28833 60.0000000000 0.1000000000
32497 61.0000000000 0.1000000000
33383 62.0000000000 0.1000000000
34080 63.0000000000 0.1000000000
34902 64.0000000000 0.1000000000
36158 67.0000000000 0.1000000000
42182 68.0000000000 0.1000000000
42759 69.0000000000 0.1000000000
43760 75.0000000000 0.1000000000
45112 77.0000000000 0.1000000000
47205 78.0000000000 0.1000000000
49101 80.0000000000 0.1000000000
49706 81.0000000000 0.1000000000
51958 82.0000000000 0.1000000000
53163 86.0000000000 0.1000000000
54497 87.0000000000 0.1000000000
55931 88.0000000000 0.1000000000
56411 90.0000000000 0.1000000000
61957 91.0000000000 0.1000000000
